question,answer
What does it mean when any reference to the Schedule in the Constitution of India is construed as a reference to such Schedule as so amended?,"It means that the Parliament has the power to amend the Schedule by way of addition, variation or repeal any of the provisions of this Schedule from time to time."
Does the amendment of the Schedule count as an amendment of the Constitution?,"No, such law as is mentioned in sub-paragraph (1) of this paragraph shall not be deemed to be an amendment of this Constitution for the purposes of article 368."
What is not deemed to be an amendment of the Constitution under sub-paragraph (1) of this paragraph for the purposes of article 368?,The amendment of the Schedule doesn't count as an amendment of the Constitution.
What is included in the Defence of India part of the Union List?,Defence of India and every part thereof including preparation for defence and all such acts as may be conducive in times of war to its prosecution and after its termination to effective demobilisation.
What does the preparation for defence and all such acts as may be conducive in times of war to its prosecution and after its termination to effective demobilisation pertain to within the Union List?,This pertains to the Defence of India part of the Union List.
What does the Union List mention about the armed forces?,"It includes the naval, military and air forces; any other armed forces of the Union. It also mentions the deployment of any armed force of the Union or any other force subject to the control of the Union or any contingent or unit thereof in any State in aid of the civil power; powers, jurisdiction, privileges and liabilities of the members of such forces while on such deployment."
"What forces are included in the Union List, and what does it say about their deployment, powers, jurisdiction, privileges, and liabilities?","The Union List includes the naval, military and air forces; any other armed forces of the Union. It mentions the deployment of any armed force of the Union or any other force subject to the control of the Union or any contingent or unit thereof in any State in aid of the civil power; powers, jurisdiction, privileges and liabilities of the members of such forces while on such deployment."
What does the Union List say about cantonment areas?,"It includes the delimitation of cantonment areas, local self-government in such areas, the constitution and powers within such areas of cantonment authorities and the regulation of house accommodation (including the control of rents) in such areas."
What does the Union List include about the regulations and powers within cantonment areas?,"The Union List includes the delimitation of cantonment areas, local self-government in such areas, the constitution and powers within such areas of cantonment authorities and the regulation of house accommodation (including the control of rents) in such areas."
What is mentioned under the regulation of arms in the Union List?,"It includes arms, firearms, ammunition and explosives."
What categories are mentioned in the Union List under the regulation of arms?,"The categories mentioned are arms, firearms, ammunition and explosives."
What is mentioned about energy in the Union List?,It includes atomic energy.
Which type of energy is included in the Union List?,Atomic energy is included in the Union List.
What industries are declared by Parliament by law to be necessary?,Industries necessary for the purpose of defence or for the prosecution of war.
What is the purpose of the industries declared by Parliament by law to be necessary?,For the purpose of defence or for the prosecution of war
What is the Central Bureau responsible for?,Intelligence and Investigation.
Which bureau is responsible for Intelligence and Investigation?,The Central Bureau
What are the reasons for preventive detention?,"Reasons connected with Defence, Foreign Affairs, or the security of India."
"What are the reasons connected with defence, foreign affairs, or the security of India?",Preventive detention
What matters bring the Union into relation with any foreign country?,Foreign affairs.
What is the matter that brings the Union into relation with any foreign country?,Foreign affairs.
What is the role of the United Nations Organisation according to the constitution?,Not specified in the provided text.
Is the role of the United Nations Organisation specified in the provided constitution text?,"No, it is not specified."
"What is involved in the participation in international conferences, associations and other bodies?",Implementing of decisions made thereat.
"What is the action done as a result of participation in international conferences, associations, and other bodies?",Implementing of decisions made thereat.
What does entering into treaties and agreements with foreign countries include?,"Implementing of treaties, agreements and conventions with foreign countries."
"What does implementing of treaties, agreements and conventions with foreign countries entail?",Entering into treaties and agreements with foreign countries.
What does the constitution of India say about war and peace?,Not specified in the provided text.
Is the information about what the constitution of India says about war and peace specified in the provided text?,"No, it is not specified."
What is the scope of foreign jurisdiction according to the constitution?,Not specified in the provided text.
Is the scope of foreign jurisdiction according to the constitution specified in the provided text?,"No, it is not specified."
"What does the constitution say about citizenship, naturalisation and aliens?",Not specified in the provided text.
"Is it specified in the provided text what the constitution says about citizenship, naturalisation and aliens?","No, it's not specified."
What is the process for extradition according to the constitution?,Not specified in the provided text.
What information is provided in the text regarding the process for extradition according to the constitution?,Not specified in the provided text.
"What does the constitution say about admission into, and emigration and expulsion from, India?",Not specified in the provided text.
"Is the information about what the constitution says regarding admission into, and emigration and expulsion from India specified in the provided text?",No
What does the constitution say about pilgrimages to places outside India?,Not specified in the provided text.
Is the information about pilgrimages to places outside India specified in the provided text of the constitution?,No
What crimes are classified as piracies and crimes committed on the high seas or in the air?,Offences against the law of nations committed on land or the high seas or in the air.
What are offences against the law of nations committed on land or the high seas or in the air classified as?,These offences are classified as piracies and crimes committed on the high seas or in the air.
What infrastructure is covered under railways?,Not specified in the provided text.
What is the specific information provided about the infrastructure covered under railways?,The specific information is not specified in the provided text.
What are national highways?,Highways declared by or under law made by Parliament to be national highways.
What is the legal process for declaring a highway to be a national highway?,A highway is declared to be a national highway by or under law made by Parliament.
What does shipping and navigation on inland waterways include?,"Navigation on waterways declared by Parliament by law to be national waterways, as regards mechanically propelled vessels; the rule of the road on such waterways."
What does the rule of the road on waterways declared by Parliament by law to be national waterways pertain to?,"It pertains to the shipping and navigation on inland waterways, specifically regarding mechanically propelled vessels."
What is included in maritime shipping and navigation?,Shipping and navigation on tidal waters; provision of education and training for the mercantile marine and regulation of such education and training provided by States and other agencies.
"What does shipping and navigation on tidal waters, provision of education and training for the mercantile marine, and regulation of such education and training provided by States and other agencies refer to?",This refers to what is included in maritime shipping and navigation.
What are the provisions for the safety of shipping and aircraft?,"Lighthouses, including lightships, beacons and other provision for the safety of shipping and aircraft."
What are some examples of provisions for the safety of shipping and aircraft?,"Lighthouses, including lightships, beacons"
What are major ports according to the constitution?,"Ports declared by or under law made by Parliament or existing law to be major ports, including their delimitation, and the constitution and powers."
"What does it mean for a port to be declared a major port by or under law made by Parliament or existing law, including their delimitation, and the constitution and powers?",It means that the port is recognized as a major port according to the constitution.
What does the constitution of India mention about port quarantine?,"Port quarantine, including hospitals connected therewith; seamen's and marine hospitals."
"What does the constitution of India specify regarding seamen's and marine hospitals, including those associated with port quarantine?","The constitution of India mentions port quarantine, including hospitals connected therewith; seamen's and marine hospitals."
What is stated about airways in the constitution of India?,Airways; aircraft and air navigation; provision of aerodromes; regulation and organisation of air traffic and of aerodromes; provision for aeronautical education and training and regulation of such education and training provided by States and other agencies.
"What does the constitution of India state about the regulation and organisation of air traffic, provision of aerodromes, aeronautical education and training provided by States and other agencies?",The constitution of India states these issues under Airways; aircraft and air navigation; provision of aerodromes; regulation and organisation of air traffic and of aerodromes; provision for aeronautical education and training and regulation of such education and training provided by States and other agencies.
What does the constitution of India say about carriage of passengers and goods?,"Carriage of passengers and goods by railway, sea or air, or by national waterways in mechanically propelled vessels."
What modes of transportation are mentioned in the Indian constitution for carriage of passengers and goods?,"Railway, sea or air, or by national waterways in mechanically propelled vessels."
What are the regulations about posts and telegraphs in the constitution of India?,"Posts and telegraphs; telephones, wireless, broadcasting and other like forms of communication."
What are the forms of communication regulated in the constitution of India?,"Posts and telegraphs; telephones, wireless, broadcasting and other like forms of communication."
What is mentioned about currency and legal tender in the Indian constitution?,"Currency, coinage and legal tender; foreign exchange."
"What is mentioned in the Indian constitution about currency, coinage, legal tender and foreign exchange?","Currency, coinage and legal tender; foreign exchange are mentioned in the Indian constitution."
What does the constitution of India say about foreign loans?,Foreign loans.
What does the constitution of India mention regarding 'Foreign loans'?,The constitution of India says about foreign loans.
What is stated about the Reserve Bank of India in the constitution?,Reserve Bank of India.
Which bank is mentioned in the constitution of India?,Reserve Bank of India
What does the constitution of India say about trade and commerce with foreign countries?,Trade and commerce with foreign countries; import and export across customs frontiers; definition of customs frontiers.
What aspects of interaction with foreign countries are defined in the constitution of India?,Trade and commerce with foreign countries; import and export across customs frontiers; definition of customs frontiers.
What is mentioned about banking in the Indian constitution?,Banking.
What is mentioned in the Indian constitution related to 'Banking'?,Banking
What are the regulations about patents and trademarks in the constitution of India?,"Patents, inventions and designs; copyright; trade-marks and merchandise marks."
What are some intellectual property rights mentioned in the constitution of India?,"Patents, inventions and designs; copyright; trade-marks and merchandise marks."
What does the constitution of India say about standards of weight and measure?,Establishment of standards of weight and measure.
What is established according to the constitution of India regarding weights and measures?,Standards of weight and measure
What is the responsibility of the Union in terms of industries as declared by the Parliament by law?,The Union is responsible for the control of industries if declared by Parliament by law to be expedient in the public interest.
Who is responsible for the control of industries if declared by Parliament by law to be expedient in the public interest?,The Union is responsible for the control of industries if declared by Parliament by law to be expedient in the public interest.
What does the Union regulate in terms of oilfields and mineral oil resources?,"The Union regulates and develops oilfields and mineral oil resources, petroleum and petroleum products, and other liquids and substances declared by Parliament by law to be dangerously inflammable."
"What does the Union develop and regulate, including petroleum, petroleum products, and other liquids and substances declared by Parliament by law to be dangerously inflammable?",The Union regulates and develops oilfields and mineral oil resources.
Who is responsible for the regulation of labour and safety in mines and oilfields?,The Union is responsible for the regulation of labour and safety in mines and oilfields.
What is the Union responsible for in mines and oilfields?,The Union is responsible for the regulation of labour and safety in mines and oilfields.
What does the Union regulate in terms of rivers and river valleys?,The Union regulates and develops inter-State rivers and river valleys to the extent to which such regulation and development is declared by Parliament by law to be expedient in the public interest.
What is the extent of the Union's regulation and development of inter-State rivers and river valleys?,The Union regulates and develops inter-State rivers and river valleys to the extent to which such regulation and development is declared by Parliament by law to be expedient in the public interest.
"What is the Union's role in the manufacture, supply, and distribution of salt?","The Union is responsible for the manufacture, supply, and distribution of salt by Union agencies, as well as the regulation and control of manufacture, supply, and distribution of salt by other agencies."
"Who is responsible for the manufacture, supply, and distribution of salt, and the regulation and control of manufacture, supply, and distribution of salt by other agencies?",The Union is responsible for these tasks.
What institutions are known at the commencement of this Constitution to be of national importance?,"The institutions known at the commencement of this Constitution as the National Library, the Indian Museum, the Imperial War Museum, the Victoria Memorial and the Indian War Memorial, and any other like institution financed by the Government of India wholly or in part and declared by Parliament by law to be an institution of national importance."
"Which institutions like the National Library, the Indian Museum, the Imperial War Museum, the Victoria Memorial and the Indian War Memorial were known at the commencement of the Constitution and are financed by the Government of India wholly or in part and declared by Parliament by law to be an institution of national importance?","At the commencement of the Constitution, the institutions known to be of national importance and financed wholly or in part by the Government of India include the National Library, the Indian Museum, the Imperial War Museum, the Victoria Memorial, the Indian War Memorial, and any other like institutions declared by Parliament by law."
What universities were declared at the commencement of this Constitution to be institutions of national importance?,"The universities known at the commencement of this Constitution as the Benares Hindu University, the Aligarh Muslim University and the Delhi University, the University established in pursuance of article 371E, and any other institution declared by Parliament by law to be an institution of national importance were declared to be institutions of national importance."
"Which institutions were known at the commencement of the Constitution as the Benares Hindu University, the Aligarh Muslim University, the Delhi University, the University established in pursuance of article 371E, and any other institution declared by Parliament by law to be an institution of national importance?",These universities were declared at the commencement of this Constitution to be institutions of national importance.
What do Union agencies and institutions provide according to the Indian Constitution?,"Professional, vocational or technical training, the promotion of special studies or research, scientific or technical assistance in the investigation or detection of crime."
"What type of services do the Union agencies and institutions provide according to the Indian Constitution, especially in the fields of education, research, and crime investigation?","Professional, vocational or technical training, the promotion of special studies or research, scientific or technical assistance in the investigation or detection of crime."
What does point 66 of the Constitution of India pertain to?,Co-ordination and determination of standards in institutions for higher education or research and scientific and technical institutions.
Which point of the Constitution of India pertains to the co-ordination and determination of standards in institutions for higher education or research and scientific and technical institutions?,Point 66
What does point 67 of the Constitution of India pertain to?,"Ancient and historical monuments and records, and archaeological sites and remains, declared by or under law made by Parliament to be of national importance."
"Which point of the Constitution of India pertains to ancient and historical monuments and records, and archaeological sites and remains, declared by or under law made by Parliament to be of national importance?",Point 67
What does point 68 of the Constitution of India pertain to?,"The Survey of India, the Geological, Botanical, Zoological and Anthropological Surveys of India; Meteorological organisations."
"Which point of the Constitution of India pertains to The Survey of India, the Geological, Botanical, Zoological and Anthropological Surveys of India; Meteorological organisations?",Point 68
What does point 69 of the Constitution of India pertain to?,Census.
Which point of the Constitution of India pertains to the Census?,Point 69
What does point 70 of the Constitution of India pertain to?,Union Public Service; All-India Services; Union Public Service Commission.
Which point of the Constitution of India pertains to Union Public Service; All-India Services; Union Public Service Commission?,Point 70
What does point 71 of the Constitution of India pertain to?,"Union pensions, that is to say, pensions payable by the Government of India or out of the Consolidated Fund of India."
"Which point of the Constitution of India pertains to Union pensions, pensions payable by the Government of India or out of the Consolidated Fund of India?",Point 71
What does point 72 of the Constitution of India pertain to?,"Elections to Parliament, to the Legislatures of States and to the offices of President and Vice-President; the Election Commission."
"Which point of the Constitution of India pertains to Elections to Parliament, to the Legislatures of States and to the offices of President and Vice-President; the Election Commission?",Point 72
What does point 73 of the Constitution of India pertain to?,"Salaries and allowances of members of Parliament, the Chairman and Deputy Chairman of the Council of States and the Speaker and Deputy Speaker of the House of the People."
"Which part of the Constitution of India discusses the salaries and allowances of members of Parliament, the Chairman and Deputy Chairman of the Council of States and the Speaker and Deputy Speaker of the House of the People?",Point 73
What does point 74 of the Constitution of India pertain to?,"Powers, privileges and immunities of each House of Parliament and of the members and the Committees of each House; enforcement of attendance of persons for giving evidence or producing documents before committees of Parliament or commissions appointed by Parliament."
"Which section of the Constitution of India pertains to the powers, privileges and immunities of each House of Parliament and of the members and the Committees of each House; enforcement of attendance of persons for giving evidence or producing documents before committees of Parliament or commissions appointed by Parliament?",Point 74
What does point 75 of the Constitution of India pertain to?,"Emoluments, allowances, privileges, and rights in respect of leave of absence, of the President and Governors; salaries and allowances of the Ministers for the Union; the salaries, allowances, and rights in respect of leave of absence and other conditions of service of the Comptroller and Auditor General."
"Which section of the Constitution of India discusses the emoluments, allowances, privileges, and rights in respect of leave of absence, of the President and Governors; salaries and allowances of the Ministers for the Union; the salaries, allowances, and rights in respect of leave of absence and other conditions of service of the Comptroller and Auditor General?",Point 75 of the Constitution of India.
What does point 76 of the Constitution of India pertain to?,Audit of the accounts.
Which point of the Constitution of India pertains to the audit of the accounts?,Point 76
What does the 77th item in the Constitution of India pertain to?,"The 77th item pertains to the Constitution, organisation, jurisdiction and powers of the Supreme Court, including contempt of such Court, and the fees taken therein; it also specifies the persons entitled to practise before the Supreme Court."
"Which item in the Constitution of India pertains to the Constitution, organisation, jurisdiction and powers of the Supreme Court, including contempt of such Court, and the fees taken therein; and also specifies the persons entitled to practise before the Supreme Court?",The 77th item pertains to this.
What does the 78th item in the Indian Constitution deal with?,"The 78th item deals with the Constitution and organisation (including vacations) of the High Courts, excluding provisions as to officers and servants of High Courts; it also specifies the persons entitled to practise before the High Courts."
"Which item in the Indian Constitution specifies the Constitution and organisation (including vacations) of the High Courts, excluding provisions as to officers and servants of High Courts, and also specifies the persons entitled to practise before the High Courts?",The 78th item in the Indian Constitution deals with this.
What is explained in the 79th item of the Indian Constitution?,"The 79th item explains the extension of the jurisdiction of a High Court to, and exclusion of the jurisdiction of a High Court from, any Union territory."
"Which item of the Indian Constitution explains the extension of the jurisdiction of a High Court to, and exclusion of the jurisdiction of a High Court from, any Union territory?",The 79th item of the Indian Constitution explains this.
What does the 80th item of the Indian Constitution discuss?,"The 80th item discusses the extension of the powers and jurisdiction of members of a police force belonging to any State to any area outside that State, but not so as to enable the police of one State to exercise powers and jurisdiction in any area outside that State without the consent of the Government of the State in which such area is situated; it also talks about the extension of the powers and jurisdiction of members of a police force belonging to any State to railway areas outside that State."
"Which item of the Indian Constitution discusses the extension of the powers and jurisdiction of members of a police force belonging to any State to any area outside that State, and the extension of these powers to railway areas outside that State?",The 80th item of the Indian Constitution discusses this.
What does the 81st item of the Indian Constitution cover?,The 81st item covers Inter-State migration and inter-State quarantine.
Which item of the Indian Constitution covers Inter-State migration and inter-State quarantine?,The 81st item of the Indian Constitution covers Inter-State migration and inter-State quarantine.
What taxes does the 82nd item in the Indian Constitution discuss?,The 82nd item discusses taxes on income other than agricultural income.
What does the Indian Constitution's 82nd item discuss on?,The 82nd item discusses taxes on income other than agricultural income.
What does the 83rd item of the Indian Constitution pertain to?,The 83rd item pertains to duties of customs including export duties.
Which item of the Indian Constitution pertains to duties of customs including export duties?,The 83rd item of the Indian Constitution pertains to duties of customs including export duties.
What does the 84th item of the Indian Constitution list?,"The 84th item lists duties of excise on goods manufactured or produced in India, namely petroleum crude, high speed diesel, motor spirit (also known as petrol), natural gas, aviation turbine fuel, and tobacco and tobacco products."
"Which item of the Indian Constitution lists duties of excise on goods manufactured or produced in India, namely petroleum crude, high speed diesel, motor spirit (also known as petrol), natural gas, aviation turbine fuel, and tobacco and tobacco products?",The 84th item of the Indian Constitution lists these duties.
What tax does the 85th item in the Indian Constitution discuss?,The 85th item discusses Corporation tax.
Which item in the Indian Constitution discusses the Corporation tax?,The 85th item discusses Corporation tax.
What does the 86th item in the Indian Constitution specify?,"The 86th item specifies taxes on the capital value of the assets, exclusive of agricultural land, of individuals and companies; it also mentions taxes on the capital of companies."
"What does the term 'taxes on the capital value of the assets, exclusive of agricultural land, of individuals and companies; it also mentions taxes on the capital of companies' refer to in the Indian Constitution?",It refers to the 86th item in the Indian Constitution.
What does the 87th item in the Indian Constitution deal with?,The 87th item deals with Estate duty in respect of property other than agricultural land.
Which item in the Indian Constitution deals with Estate duty in respect of property other than agricultural land?,The 87th item in the Indian Constitution deals with this.
What does the 88th item in the Indian Constitution cover?,The 88th item covers Duties in respect of succession to property other than agricultural land.
Which item in the Indian Constitution covers duties in respect of succession to property other than agricultural land?,The 88th item in the Indian Constitution covers this.
What taxes does the 89th item of the Indian Constitution specify?,"The 89th item specifies Terminal taxes on goods or passengers, carried by railway, sea or air, and taxes on railway fares and freights."
"Which item of the Indian Constitution specifies Terminal taxes on goods or passengers, carried by railway, sea or air, and taxes on railway fares and freights?",The 89th item of the Indian Constitution specifies these taxes.
What does the 90th item of the Indian Constitution pertain to?,The 90th item pertains to Taxes other than stamp duties on transactions in stock exchanges and futures markets.
What does the Indian Constitution item that pertains to Taxes other than stamp duties on transactions in stock exchanges and futures markets correspond to?,It corresponds to the 90th item of the Indian Constitution
What are the rates of stamp duty in respect of?,"bills of exchange, cheques, promissory notes, bills of lading, letters of credit, policies of insurance, transfer of shares, debentures, proxies and receipts"
"What are bills of exchange, cheques, promissory notes, bills of lading, letters of credit, policies of insurance, transfer of shares, debentures, proxies and receipts subject to in terms of charges?",They are subject to stamp duty rates.
What are taxes on the sale or purchase of goods other than newspapers for?,where such sale or purchase takes place in the course of inter-State trade or commerce
In what scenario does the sale or purchase of goods other than newspapers occur?,Such a sale or purchase takes place in the course of inter-State trade or commerce
What do taxes on the consignments of goods pertain to?,where such consignment takes place in the course of inter-State trade or commerce
Under what circumstances do taxes on the consignments of goods apply?,Taxes apply when such consignment takes place in the course of inter-State trade or commerce
What are offences against laws with respect to?,any of the matters in this List
What are 'any of the matters in this List' in relation to offences against laws?,They are what the offences against laws are with respect to.
"What are inquires, surveys and statistics used for?",for the purpose of any of the matters in this List
What is the purpose of any of the matters in this List?,"Inquires, surveys and statistics are used for this purpose."
"What does jurisdiction and powers of all courts, except the Supreme Court, pertain to?",any of the matters in this List; admiralty jurisdiction
"To what does the jurisdiction and powers of all courts, except the Supreme Court, pertain when considering any of the matters in this List and admiralty jurisdiction?","Jurisdiction and powers of all courts, except the Supreme Court, pertain to any of the matters in this List and admiralty jurisdiction."
What are the fees in respect of?,"any of the matters in this List, but not including fees taken in any court"
What is excluded from the matters listed in the fees?,Fees taken in any court
What does any other matter not enumerated in List II or List III include?,any tax not mentioned in either of those Lists
What does 'any tax not mentioned in either of those Lists' refer to?,It refers to any other matter not enumerated in List II or List III
What does public order not include?,"the use of any naval, military or air force or any other armed force of the Union or of any other force subject to the control of the Union or of any contingent or unit thereof in aid of the civil power"
What is not included in the definition of public order?,"the use of any naval, military or air force or any other armed force of the Union or of any other force subject to the control of the Union or of any contingent or unit thereof in aid of the civil power"
What does police (including railway and village police) subject to?,the provisions of entry 2A of List I
Which entity is subject to the provisions of entry 2A of List I?,"Police, including railway and village police"
What do officers and servants of the High Court; procedure in rent and revenue courts; fees pertain to?,taken in all courts except the Supreme Court
"Where are the procedures of officers and servants of the High Court, rent and revenue courts, and fees not applicable?",Supreme Court
"What are prisons, reformatories, Borstal institutions and other institutions of a like nature, and persons detained therein for?",arrangements with other States for the use of prisons and other institutions
What are the arrangements with other States for the use of prisons and other institutions used for?,"Prisons, reformatories, Borstal institutions and other institutions of a like nature, and persons detained therein"
What does local government entail?,"the constitution and powers of municipal corporations, improvement trusts, districts boards, mining settlement authorities and other local authorities for the purpose"
"What are the constitution and powers of municipal corporations, improvement trusts, districts boards, mining settlement authorities and other local authorities for the purpose of?",Local government
What is meant by local self-government or village administration?,"Local self-government or village administration refers to the governance and administration carried out at a local, often village, level. This usually involves local decision-making and management of local resources and services."
"What does the governance and administration carried out at a local, often village, level involve?","The governance and administration carried out at a local, often village, level, also known as local self-government or village administration, usually involves local decision-making and management of local resources and services."
What does public health and sanitation; hospitals and dispensaries entail?,"This refers to services related to maintaining public health, ensuring sanitation, and the operation of healthcare facilities like hospitals and dispensaries."
What does the operation of healthcare facilities and services related to maintaining public health and sanitation refer to?,This refers to public health and sanitation; hospitals and dispensaries.
What are pilgrimages other than pilgrimages to places outside India?,"These are religious journeys or quests undertaken within India, excluding those to destinations outside the country."
"What are religious journeys or quests undertaken within India, excluding those to destinations outside the country?",These are pilgrimages other than pilgrimages to places outside India.
What is meant by intoxicating liquors in this context?,"Intoxicating liquors refers to alcoholic beverages. This includes their production, manufacture, possession, transport, purchase and sale."
What does the term 'intoxicating liquors' encompass in terms of production and consumption?,"The term 'intoxicating liquors' encompasses alcoholic beverages, including their production, manufacture, possession, transport, purchase and sale."
What does relief of the disabled and unemployable refer to?,Relief of the disabled and unemployable refers to support and assistance provided to individuals who are disabled or unable to work.
Who are the recipients of support and assistance in the context of relief programs?,The recipients of support and assistance in the context of relief programs are individuals who are disabled or unable to work.
What does burials and burial grounds; cremations and cremation grounds refer to?,"This refers to the provision and maintenance of spaces for the disposal of the deceased, either through burial or cremation."
What is the purpose of providing and maintaining spaces for the disposal of the deceased?,The purpose is to facilitate burials and burial grounds; cremations and cremation grounds.
"What are libraries, museums and other similar institutions controlled or financed by the State?",These are institutions such as libraries and museums that are under the control or receive funding from the state government.
What does it mean when institutions like libraries and museums are under the control or receive funding from the state government?,"It means these libraries, museums and similar institutions are controlled or financed by the State."
What does communications refer to?,"Communications refers to the infrastructure and services for transportation and communication, such as roads, bridges, ferries, tramways, ropeways, inland waterways and non-mechanically propelled vehicles."
"What does the infrastructure and services for transportation and communication, such as roads, bridges, ferries, tramways, ropeways, inland waterways and non-mechanically propelled vehicles refer to?",This refers to Communications.
"What is meant by agriculture, including agricultural education and research, protection against pests and prevention of plant diseases?","This refers to farming and related activities, including education and research in this field, as well as measures to protect crops from pests and prevent plant diseases."
"What does farming and related activities refer to, including measures to protect crops from pests and prevent plant diseases, and also education and research in this field?","This refers to agriculture, which encompasses agricultural education and research, protection against pests, and prevention of plant diseases."
"What is meant by preservation, protection and improvement of stock and prevention of animal diseases; veterinary training and practice?","This refers to measures to preserve, protect and improve livestock, prevent animal diseases, and provide veterinary training and practice."
"What does it refer to when measures are taken to preserve, protect, and improve livestock, prevent animal diseases, and provide veterinary training and practice?","It refers to the preservation, protection and improvement of stock and prevention of animal diseases; veterinary training and practice."
"What does water, that is to say, water supplies, irrigation and canals, drainage and embankments, water storage and water power subject to the provisions of entry 56 of List I mean?","This refers to the management of water resources, including water supply, irrigation, canals, drainage, embankments, and water storage. It also includes the generation of power from water, subject to the provisions specified in entry 56 of List I."
"What does the management of water resources, including water supply, irrigation, canals, drainage, embankments, and water storage, as well as the generation of power from water, subject to the provisions specified in entry 56 of List I refer to?","This refers to water, that is to say, water supplies, irrigation and canals, drainage and embankments, water storage and water power subject to the provisions of entry 56 of List I."
"What does land, that is to say, rights in or over land, land tenures including the relation of landlord and tenant, and the collection of rents; transfer and alienation of agricultural land; land improvement and agricultural loans; colonization refer to?","This refers to the administration of land, including land rights, land tenures, landlord-tenant relations, collection of rents, transfer and alienation of agricultural land, land improvement, agricultural loans, and colonization."
"What does the administration of land, including land rights, land tenures, landlord-tenant relations, collection of rents, transfer and alienation of agricultural land, land improvement, agricultural loans, and colonization imply?","It implies land, that is to say, rights in or over land, land tenures including the relation of landlord and tenant, and the collection of rents; transfer and alienation of agricultural land; land improvement and agricultural loans; colonization."
What are fisheries?,"Fisheries refers to the industry or occupation of catching, processing and selling fish."
"What does the industry or occupation of catching, processing and selling fish refer to?",It refers to fisheries.
What does courts of wards subject to the provisions of entry 34 of List I; encumbered and attached estates mean?,Courts of wards refers to a court that has jurisdiction over the property of individuals who are unable to manage their own affairs. Encumbered and attached estates refer to property that is under a charge or a liability. These are subject to the provisions in entry 34 of List I.
What is the jurisdiction of courts of wards and what does encumbered and attached estates refer to?,Courts of wards refers to a court that has jurisdiction over the property of individuals who are unable to manage their own affairs. Encumbered and attached estates refer to property that is under a charge or a liability.
What does regulation of mines and mineral development subject to the provisions of List I with respect to regulation and development under the control of the Union mean?,"This refers to the control and regulation of mining activities and the development of mineral resources, as per the regulations specified in List I and under the control of the Union."
"What does the control and regulation of mining activities and the development of mineral resources, as per the regulations specified in List I and under the control of the Union refer to?",This refers to the regulation of mines and mineral development subject to the provisions of List I with respect to regulation and development under the control of the Union.
What does entry 24 pertain to?,Industries subject to the provisions of entries 7 and 52 of List I.
Which entry pertains to industries subject to the provisions of entries 7 and 52 of List I?,Entry 24
What does entry 25 cover?,Gas and gas-works.
What is covered under entry 25?,Gas and gas-works.
What is the scope of entry 26?,Trade and commerce within the State subject to the provisions of entry 33 of List III.
What is subject to the provisions of entry 33 of List III?,"Trade and commerce within the State, as per scope of entry 26."
What is entry 27 about?,"Production, supply and distribution of goods subject to the provisions of entry 33 of List III."
What is subject to the provisions of entry 33 of List III?,"Entry 27, which is about the production, supply and distribution of goods"
What is covered under entry 28?,Markets and fairs.
Which entry covers Markets and fairs?,Entry 28
What does entry 30 refer to?,Money-lending and money-lenders; relief of agricultural indebtedness.
What does 'Money-lending and money-lenders; relief of agricultural indebtedness' refer to?,Entry 30
What is entry 31 about?,Inns and inn-keepers.
What is the topic discussed in the entry about Inns and inn-keepers?,Entry 31
What does entry 32 cover?,"Incorporation, regulation and winding up of corporations, other than those specified in List I, and universities; unincorporated trading, literary, scientific, religious and other societies and associations; co-operative societies."
"Which entry covers incorporation, regulation and winding up of corporations, other than those specified in List I, and universities; unincorporated trading, literary, scientific, religious and other societies and associations; co-operative societies?",Entry 32
What does entry 33 pertain to?,"Theatres and dramatic performances; cinemas subject to the provisions of entry 60 of List I; sports, entertainments and amusements."
"Which entry pertains to theatres and dramatic performances, cinemas subject to the provisions of entry 60 of List I, and sports, entertainments and amusements?",Entry 33
What does entry 34 cover?,Betting and gambling.
Which entry covers betting and gambling?,Entry 34
What is the scope of entry 35?,"Works, lands and buildings vested in or in the possession of the State."
What is vested in or in the possession of the State according to entry 35?,"Works, lands and buildings"
What is entry 37 about?,Elections to the Legislature of the State subject to the provisions of any law made by Parliament.
Which entry talks about Elections to the Legislature of the State subject to the provisions of any law made by Parliament?,Entry 37
What does entry 38 cover?,"Salaries and allowances of members of the Legislature of the State, of the Speaker and Deputy Speaker of the Legislative Assembly and, if there is a Legislative Council, of the Chairman and Deputy Chairman thereof."
"What does the 'Salaries and allowances of members of the Legislature of the State, of the Speaker and Deputy Speaker of the Legislative Assembly and, if there is a Legislative Council, of the Chairman and Deputy Chairman thereof' refer to?",It refers to entry 38.
What is the scope of entry 39?,"Powers, privileges and immunities of the Legislative Assembly and of the members and the committees thereof, and, if there is a Legislative Council, of that Council and of the members and the committees thereof; enforcement of attendance of persons for giving evidence or producing documents before committees of the Legislature of the State."
"Which entry refers to the powers, privileges and immunities of the Legislative Assembly and of the members and the committees thereof, and, if there is a Legislative Council, of that Council and of the members and the committees thereof; enforcement of attendance of persons for giving evidence or producing documents before committees of the Legislature of the State?",Entry 39
