question,answer
What happens if someone counterfeits a property mark used by a public servant or uses such a mark knowing it to be counterfeit?,The person shall be punished with imprisonment of either description.
What is the punishment for making or possessing any instrument for counterfeiting a property mark?,"The person shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both."
What is the maximum term of imprisonment or alternative punishment for someone who makes or possesses any instrument for counterfeiting a property mark?,"The maximum term of imprisonment can extend to three years, or the person can be fined, or both."
What constitutes an offence under section 486?,"Selling, exposing, or having in possession for sale, any goods or things with a counterfeit property mark affixed to or impressed upon the same or to or upon any case, package or other receptacle in which such goods are contained, constitutes an offence under section 486."
"What act is considered an offence under section 486 if someone is selling, exposing, or having in possession for sale, any goods or things with a counterfeit property mark affixed to or impressed upon the same or to or upon any case, package or other receptacle in which such goods are contained?",Such act constitutes an offence under section 486.
What is the punishment for selling goods marked with a counterfeit property mark?,"The person shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both."
What is the possible imprisonment or fine for someone who sells goods marked with a counterfeit property mark?,"The person can be punished with imprisonment that may extend to one year, or with a fine, or with both."
What are the conditions under which a person is not considered guilty under section 486?,"A person is not considered guilty under section 486 if they prove that they took all reasonable precautions against committing an offence, had no reason to suspect the genuineness of the mark at the time of the alleged offence, gave all the information in his power with respect to the persons from whom he obtained such goods or things, or otherwise acted innocently."
What does a person need to prove to not be considered guilty under section 486?,"The person needs to prove that they took all reasonable precautions against committing an offence, had no reason to suspect the genuineness of the mark at the time of the alleged offence, gave all the information in his power with respect to the persons from whom he obtained such goods or things, or otherwise acted innocently."
What is the punishment for making a false mark on a receptacle containing goods?,"The punishment can extend to three years of imprisonment, a fine, or both."
"What is the maximum penalty for a crime that can result in up to three years of imprisonment, a fine, or both?","Making a false mark on a receptacle containing goods is a crime that can result in up to three years of imprisonment, a fine, or both."
What is the penalty for making use of a false mark as prohibited?,The person is punished as if they had committed an offence against the section that prohibits making a false mark.
What happens to a person who is caught making use of a false mark as prohibited?,The person is punished as if they had committed an offence against the section that prohibits making a false mark.
What is the punishment for tampering with a property mark with the intent to cause injury?,"The punishment can extend to one year of imprisonment, a fine, or both."
What can the consequences be for tampering with a property mark with the intention to cause injury?,"The consequences can include up to one year of imprisonment, a fine, or both."
What is the penalty for counterfeiting currency-notes or bank-notes?,"The punishment can be imprisonment for life, or imprisonment for a term which may extend to ten years, and they shall also be liable to a fine."
What are the potential consequences for counterfeiting currency-notes or bank-notes?,"The consequences can be imprisonment for life, or imprisonment for a term which may extend to ten years, and they shall also be liable to a fine."
What is the definition of a 'bank-note' according to this text?,"A 'bank-note' is a promissory note or engagement for the payment of money to bearer on demand issued by any person carrying on the business of banking in any part of the world, or issued by or under the authority of any State or Sovereign Power."
Who can issue a 'bank-note' according to its definition?,"A 'bank-note' can be issued by any person carrying on the business of banking in any part of the world, or by or under the authority of any State or Sovereign Power."
"What is the punishment for selling, buying, or using as genuine any forged or counterfeit currency-note or bank-note?","The punishment is imprisonment for life or imprisonment of either description for a term which may extend to ten years, and also liable to fine."
"What is the penalty for someone who is found guilty of selling, buying, or using as genuine any forged or counterfeit currency-note or bank-note?","The penalty is imprisonment for life or imprisonment of either description for a term which may extend to ten years, and also liable to fine."
What is the punishment for possessing any forged or counterfeit currency-note or bank-note with the intention to use it as genuine?,"The punishment is imprisonment of either description for a term which may extend to seven years, or with fine, or with both."
What is the maximum duration of imprisonment or the possible additional penalties for someone who possesses any forged or counterfeit currency-note or bank-note with the intention to use it as genuine?,"The maximum duration of imprisonment is seven years, and the additional penalties can include a fine, or both imprisonment and a fine."
"What is the punishment for making, buying, selling, disposing, or possessing any machinery, instrument or material for the purpose of forging or counterfeiting any currency-note or bank-note?","The punishment is imprisonment for life or imprisonment of either description for a term which may extend to ten years, and also liable to fine."
"What can be the consequences if someone is caught making, buying, selling, disposing, or possessing any machinery, instrument or material for the purpose of forging or counterfeiting any currency-note or bank-note?","The consequences can be imprisonment for life or imprisonment of either description for a term which may extend to ten years, and also liable to fine."
"What is the punishment for making, using, or delivering any document purporting to be, or in any way resembling, any currency-note or bank-note?",The punishment is fine which may extend to one hundred rupees.
"What is the maximum fine for making, using, or delivering any document purporting to be, or in any way resembling, any currency-note or bank-note?",The maximum fine is one hundred rupees.
What is the punishment for a person who refuses to disclose the name and address of the person who printed or made a document which is an offence under sub-section (1)?,He shall be punished with fine which may extend to two hundred rupees.
What fine may be imposed on a person who refuses to disclose the name and address of the person who printed or made a document which is an offence under sub-section (1)?,The fine may extend to two hundred rupees.
What can be presumed if a person's name appears on a document in relation to which an offence under subsection (1) has been charged?,It may be presumed that that person caused the document to be made.
What can be inferred if a person caused a document to be made and an offence under subsection (1) has been charged?,"If a person's name appears on that document, it can be presumed they are related to the offence."
What is the punishment for breaching a contract to attend on or supply the wants of a helpless person?,"The person shall be punished with imprisonment of either description for a term which may extend to three months, or with fine which may extend to two hundred rupees, or with both."
"What is the maximum punishment, in terms of imprisonment and fine, for someone who breaches a contract to attend on or supply the wants of a helpless person?","The maximum punishment is imprisonment for a term which may extend to three months, and/or a fine which may extend to two hundred rupees."
What is the offence under section 493 related to marriage?,Cohabitation caused by a man deceitfully inducing a belief of lawful marriage.
"What does it mean when a man induces a belief of lawful marriage deceitfully and cohabitates, in legal terms?",It is an offence under section 493 related to marriage.
What is the punishment for knowingly not being lawfully married but going through the ceremony with fraudulent intentions?,"The person shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine."
What is the penalty for a person who knowingly participates in a marriage ceremony without being lawfully married and with fraudulent intentions?,"The person shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine."
What is the punishment for marrying again while having a living spouse?,"The person shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine."
What is the consequence for someone who marries again while having a living spouse?,"The person shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine."
What is the exception to the rule of marrying again during the lifetime of a husband or wife?,"The section does not extend to any person whose marriage has been declared void by a Court of competent jurisdiction, nor to any person who contracts a marriage during the life of a former husband or wife, if such husband or wife, at the time of the subsequent marriage, shall have been continually absent from such person for the space of seven years, and shall not have been heard of by such person as being alive within that time."
To whom does the rule of marrying again during the lifetime of a husband or wife not extend?,"The rule does not extend to any person whose marriage has been declared void by a Court of competent jurisdiction, nor to any person who contracts a marriage during the life of a former husband or wife, if such husband or wife, at the time of the subsequent marriage, shall have been continually absent from such person for the space of seven years, and shall not have been heard of by such person as being alive within that time."
What is the punishment for concealing a former marriage from the person with whom a subsequent marriage is contracted?,"The person shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine."
What is the potential punishment for someone who hides a previous marriage from their new spouse?,The person may be imprisoned for up to ten years and may also be fined.
What is the punishment for the offence of adultery?,"The punishment for the offence of adultery is imprisonment for a term which may extend to five years, or with fine, or with both."
"What offence can lead to imprisonment for a term which may extend to five years, or with fine, or with both?","The offence of adultery can lead to imprisonment for a term which may extend to five years, or with fine, or with both."
Who is not punishable as an abettor in the case of adultery?,"In the case of adultery, the wife is not punishable as an abettor."
"In the case of adultery, who is not punishable as an abettor?",The wife is not punishable as an abettor.
What is the punishment for enticing or taking away a married woman with criminal intent?,"The punishment for enticing or taking away a married woman with criminal intent is imprisonment for a term which may extend to two years, or with fine, or with both."
What is the maximum term of imprisonment or other potential penalties for the crime of enticing or taking away a married woman with criminal intent?,"The maximum term of imprisonment for enticing or taking away a married woman with criminal intent may extend to two years, or the offender may be fined, or both."
What is the punishment for a husband or relative of a husband subjecting a woman to cruelty?,The punishment for a husband or relative of a husband subjecting a woman to cruelty is imprisonment for a term which may extend to three years and shall also be liable to fine.
What is the maximum term of imprisonment and other liabilities for a husband or relative who subjects a woman to cruelty?,"The maximum term of imprisonment for a husband or relative who subjects a woman to cruelty may extend to three years, and they shall also be liable to fine."
What is the definition of 'cruelty' in this context?,"In this context, 'cruelty' means any wilful conduct which is of such a nature as is likely to drive the woman to commit suicide or to cause grave injury or danger to life, limb or health of the woman; or harassment of the woman where such harassment is with a view to coercing her or any person related to her to meet any unlawful demand for any property or valuable security or is on account of failure by her or any person related to her to meet such demand."
"What does 'cruelty' refer to when it is likely to drive a woman to commit suicide, cause grave injury or danger to her life, limb or health, or when it involves harassment with a view to coercing her or any person related to her to meet any unlawful demand for any property or valuable security, or is due to failure by her or any person related to her to meet such demand?","In this context, 'cruelty' is defined as such."
What is defamation according to Chapter XXI?,"Defamation is when a person, by words either spoken or intended to be read, or by signs or visible representations, makes or publishes any imputation concerning any person intending to harm, or knowing or having reason to believe that such imputation will harm, the reputation of such person."
"What does it mean when a person, by words either spoken or intended to be read, or by signs or visible representations, makes or publishes any imputation concerning any person intending to harm, or knowing or having reason to believe that such imputation will harm, the reputation of such person according to Chapter XXI?",This is referred to as defamation.
Can defamation apply to deceased individuals?,"Yes, it may amount to defamation to impute anything to a deceased person, if the imputation would harm the reputation of that person if living, and is intended to be hurtful to the feelings of his family or other near relatives."
"Does imputing something harmful to a deceased person, with the intention to hurt his family or near relatives' feelings, amount to defamation?","Yes, it may amount to defamation to impute anything to a deceased person, if the imputation would harm the reputation of that person if living, and is intended to be hurtful to the feelings of his family or other near relatives."
Can companies or associations be defamed?,"Yes, it may amount to defamation to make an imputation concerning a company or an association or collection of persons as such."
Does making an imputation concerning a company or an association or collection of persons amount to defamation?,"Yes, it may amount to defamation."
What does an imputation need to do to harm a person's reputation?,"An imputation is said to harm a person's reputation, if that imputation directly or indirectly, in the estimation of others, lowers the moral or intellectual character of that person, or lowers the character of that person in respect of his caste or of his calling, or lowers the credit of that person, or causes it to be believed that the body of that person is in a loathsome state, or in a state generally considered as disgraceful."
What characteristics or beliefs about a person can be affected by an imputation that harms their reputation?,"An imputation that harms a person's reputation can affect their moral or intellectual character, the character in respect of their caste or their calling, their credit, and can cause others to believe their body is in a loathsome or disgraceful state."
What are some examples of defamation?,"Some examples of defamation include: A saying 'Z is an honest man; he never stole B's watch', with the intention to cause it to be believed that Z did steal B's watch. Another example is when A is asked who stole B's watch, and A points to Z, intending to cause it to be believed that Z stole B's watch. A third example is when A draws a picture of Z running away with B's watch, intending it to be believed that Z stole B's watch."
What does defamation look like when it involves allegations of stealing someone's watch?,"Defamation in this context can be represented in different ways. For instance, if someone says 'Z is an honest man; he never stole B's watch', with the intention to cause it to be believed that Z did steal B's watch, this is defamation. Another example is when asked who stole B's watch, and someone points to Z, intending to cause it to be believed that Z stole B's watch. A third example is when someone draws a picture of Z running away with B's watch, intending it to be believed that Z stole B's watch."
What is not considered defamation when it concerns any person?,"Imputing anything which is true concerning any person, if it is for the public good that the imputation should be made or published."
What is the condition under which imputing something true about a person is not considered defamation?,It is not considered defamation if it is for the public good that the imputation should be made or published.
"In the context of defamation, what does the public conduct of public servants exception entail?","It is not defamation to express in good faith any opinion respecting the conduct of a public servant in the discharge of his public functions, or respecting his character, so far as his character appears in that conduct, and no further."
"What does it mean to express in good faith any opinion respecting the conduct of a public servant in the discharge of his public functions, or respecting his character, so far as his character appears in that conduct, and no further?","This refers to the public conduct of public servants exception in the context of defamation, which means it is not defamation to express such opinions."
What is the third exception to defamation related to?,"The third exception to defamation is related to the conduct of any person touching any public question. It is not defamation to express in good faith any opinion whatever respecting the conduct of any person touching any public question, and respecting his character, so far as his character appears in that conduct, and no further."
"What does it mean when the third exception to defamation is related to the conduct of any person touching any public question, and it is not defamation to express in good faith any opinion whatever respecting the conduct of any person touching any public question, and respecting his character, so far as his character appears in that conduct, and no further?",It means the third exception to defamation is related to the behavior or actions of a person in the context of a public issue. It considers it not defamation if someone honestly expresses their opinion about that person's actions and their character as it appears in those actions.
Is it defamation to publish a true report of the proceedings of a Court of Justice?,"No, it is not defamation to publish substantially true report of the proceedings of a Court of Justice, or of the result of any such proceedings."
"Is it considered defamation to publish a substantially true report of the proceedings of a Court of Justice, or of the result of any such proceedings?","No, it is not considered defamation."
Is it defamation to express an opinion on the merits of a case decided in Court?,"No, it is not defamation to express in good faith any opinion whatever respecting the merits of any case, civil or criminal, which has been decided by a Court of Justice."
"Can one express in good faith any opinion whatever respecting the merits of any case, civil or criminal, which has been decided by a Court of Justice without it being defamation?","Yes, it is not defamation to express such an opinion."
What does the sixth exception of defamation state?,"The sixth exception of defamation states that it is not defamation to express in good faith any opinion respecting the merits of any performance which its author has submitted to the judgment of the public, or respecting the character of the author so far as his character appears in such performance, and no further."
"What does it mean to express in good faith any opinion respecting the merits of any performance which its author has submitted to the judgment of the public, or respecting the character of the author so far as his character appears in such performance, and no further?",This is the sixth exception of defamation.
What does the explanation of the sixth exception of defamation suggest?,The explanation suggests that a performance may be submitted to the judgment of the public either expressly or by acts on the part of the author which imply such submission to the judgment of the public.
"What does a performance being submitted to the judgment of the public, either expressly or by implication, suggest according to the defamation exceptions?",This suggests the explanation of the sixth exception of defamation.
What is an example of a person submitting their work to the judgment of the public?,"An example of this is a person who publishes a book, as they are submitting that book to the judgment of the public."
What is the act of publishing a book an example of?,Publishing a book is an example of a person submitting their work to the judgment of the public.
What is considered a defamatory opinion in the context of the sixth exception?,"A defamatory opinion in this context would be if someone says “I am not surprised that Z's book is foolish and indecent, for he is a weak man and a libertine.” This is not within the exception as it is not solely based on the work but also on personal character."
What opinion of a person's work is not considered defamation according to the sixth exception?,"An opinion like “Z’s book is foolish; Z must be a weak man. Z's book is indecent; Z must be a man of impure mind” is not considered defamation if said in good faith. This is because it respects Z's character only so far as it appears in Z's book, and no further."
What kind of opinion about Z's book can be expressed in good faith without it being considered defamation?,"An opinion like “Z’s book is foolish; Z must be a weak man. Z's book is indecent; Z must be a man of impure mind” is not considered defamation. It is because it respects Z's character only so far as it appears in Z's book, and no further."
What is the seventh exception of defamation?,"The seventh exception of defamation is the censure passed in good faith by a person having lawful authority over another. This can include a judge censuring the conduct of a witness, a department head censuring subordinates, a parent censuring a child in front of their siblings, a schoolmaster censuring a pupil, a master censuring a servant for poor performance, or a banker censuring a cashier for their conduct."
What does the seventh exception of defamation include and who can exercise it?,"The seventh exception of defamation includes the censure passed in good faith by a person having lawful authority over another. It can be exercised by a judge censuring the conduct of a witness, a department head censuring subordinates, a parent censuring a child in front of their siblings, a schoolmaster censuring a pupil, a master censuring a servant for poor performance, or a banker censuring a cashier for their conduct."
What is the eighth exception of defamation?,The eighth exception of defamation is the accusation preferred in good faith to an authorised person. This means that it is not defamation to prefer in good faith an accusation against any person to any of those who have lawful authority over that person with respect to the subject-matter of accusation.
What does it mean if an accusation is preferred in good faith to an authorised person under defamation law?,"It means that it is the eighth exception of defamation. Specifically, it is not considered defamation to prefer in good faith an accusation against any person to any of those who have lawful authority over that person with respect to the subject-matter of accusation."
What is the ninth exception of defamation?,"The ninth exception of defamation is the imputation made in good faith by a person for the protection of his or other's interests. This means that it is not defamation to make an imputation on the character of another provided that the imputation be made in good faith for the protection of the interests of the person making it, or of any other person, or for the public good."
What does it mean when the imputation made in good faith by a person for the protection of his or other's interests is considered as an exception of defamation?,"It means that it is the ninth exception of defamation. This exception implies that it is not defamation to make an imputation on the character of another provided that the imputation be made in good faith for the protection of the interests of the person making it, or of any other person, or for the public good."
Can a parent censuring a child in good faith be considered defamation?,"No, a parent censuring a child in good faith is not considered defamation as per the seventh exception."
What is the seventh exception regarding defamation in relation to a parent censuring a child?,The seventh exception to defamation states that a parent censuring a child in good faith is not considered defamation.
Can an accusation made in good faith to an authorised person be considered defamation?,"No, an accusation made in good faith to an authorised person is not considered defamation as per the eighth exception."
What is the eighth exception regarding accusations and defamation?,The eighth exception states that an accusation made in good faith to an authorised person is not considered defamation.
Can an imputation made in good faith for the protection of interests be considered defamation?,"No, an imputation made in good faith for the protection of the interests of the person making it, or of any other person, or for the public good is not considered defamation as per the ninth exception."
What is the ninth exception to defamation?,"The ninth exception to defamation is an imputation made in good faith for the protection of the interests of the person making it, or of any other person, or for the public good."
What is the tenth exception to defamation?,"It is not defamation to convey a caution, in good faith, to one person against another, provided that such caution be intended for the good of the person to whom it is conveyed, or of some person in whom that person is interested, or for the public good."
"What does it mean if a caution, conveyed in good faith to one person against another for their own good or the public good, is not considered defamation?",It means it is the tenth exception to defamation.
What is the punishment for defamation?,"Whoever defames another shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both."
What is the possible maximum sentence for someone who defames another?,"The possible maximum sentence for defamation can extend to two years of simple imprisonment, or a fine, or both."
What is the punishment for printing or engraving matter known to be defamatory?,"Whoever prints or engraves any matter, knowing or having good reason to believe that such matter is defamatory of any person, shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both."
What is the potential penalty for someone who knowingly prints or engraves defamatory matter about any person?,"The potential penalty for someone who knowingly prints or engraves defamatory matter about any person can be simple imprisonment for a term which may extend to two years, or a fine, or both."
What is the punishment for selling printed or engraved substance containing defamatory matter?,"Whoever sells or offers for sale any printed or engraved substance containing defamatory matter, knowing that it contains such matter, shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both."
What is the potential punishment for someone who knowingly sells or offers for sale any printed or engraved substance containing defamatory matter?,"The potential punishment for someone who knowingly sells or offers for sale any printed or engraved substance containing defamatory matter is simple imprisonment for a term which may extend to two years, or with a fine, or with both."
What is criminal intimidation?,"Criminal intimidation is when someone threatens another with any injury to his person, reputation or property, or to the person or reputation of anyone in whom that person is interested, with intent to cause alarm to that person, or to cause that person to do any act which he is not legally bound to do, or to omit to do any act which that person is legally entitled to do, as the means of avoiding the execution of such threat."
"What does it mean when someone threatens another with injury to his person, reputation, or property with intent to cause alarm or to force them to do or not do something they are legally bound or not bound to do respectively?",This is known as criminal intimidation.
What constitutes criminal intimidation?,"A threat to injure the reputation of any deceased person in whom the person threatened is interested, or a threat to burn someone's house to induce them to resist from prosecuting a civil suit."
"What could be considered as a threat to injure the reputation of any deceased person in whom the person threatened is interested, or a threat to burn someone's house to induce them to resist from prosecuting a civil suit?",These actions can be constituted as criminal intimidation.
What is the punishment for intentional insult with intent to provoke a breach of peace?,"The punishment can be imprisonment for a term which may extend to two years, or with fine, or with both."
What is the maximum imprisonment term for a crime that also may include a fine?,The maximum imprisonment term for such a crime can extend to two years.
What constitutes a statement conducing to public mischief?,"A statement that intends to cause or is likely to cause any officer, soldier, sailor or airman in the Army, Navy or Air Force of India to mutiny or fail in his duty, or a statement that intends to cause fear or alarm to the public, or a statement that intends to incite any class or community of persons to commit any offence against any other class or community."
What does a statement intend to cause if it is conducing to public mischief?,"A statement conducing to public mischief intends to cause or is likely to cause any officer, soldier, sailor or airman in the Army, Navy or Air Force of India to mutiny or fail in his duty, or intends to cause fear or alarm to the public, or intends to incite any class or community of persons to commit any offence against any other class or community."
What is the punishment for making statements conducing to public mischief?,"The punishment can be imprisonment which may extend to three years, or with fine, or with both."
"What can be the consequences for a crime, that could lead to imprisonment for up to three years, a fine, or both?",Making statements conducing to public mischief can lead to such consequences.
"What constitutes a statement creating or promoting enmity, hatred or ill-will between classes?","A statement or report containing rumour or alarming news with intent to create or promote, or which is likely to create or promote, on grounds of religion, race, place of birth, residence, language, caste or community or any other ground whatsoever, feelings of enmity, hatred or ill-will between different religious, races, places of birth, residences, languages, castes or communities."
"What does a statement or report containing rumour or alarming news with intent to create or promote, or which is likely to create or promote, on grounds of religion, race, place of birth, residence, language, caste or community or any other ground whatsoever, feelings of enmity, hatred or ill-will between different religious, races, places of birth, residences, languages, castes or communities constitute?","Such a statement constitutes a statement creating or promoting enmity, hatred or ill-will between classes."
"What is the punishment for committing an offence against racial, language or regional groups or castes or communities?","The punishment is imprisonment which may extend to three years, or with fine, or with both."
"What is the maximum imprisonment term, or the alternative penalties, for committing an offence against racial, language or regional groups or castes or communities?","The maximum imprisonment term can extend to three years, or the guilty party may be fined, or both penalties may be applied."
What is the punishment for committing an offence under sub-section (2) in a place of worship or in an assembly engaged in religious worship or ceremonies?,The punishment is imprisonment which may extend to five years and shall also be liable to fine.
What is the maximum duration of imprisonment and additional liabilities for committing an offence under sub-section (2) in a place of worship or in an assembly engaged in religious worship or ceremonies?,The maximum duration of imprisonment is five years and the offender shall also be liable to fine.
What is the exception to committing an offence under this section?,"It does not amount to an offence if the person making, publishing or circulating any such statement, rumour or report, has reasonable grounds for believing that such statement, rumour or report is true and makes, publishes or circulates it in good faith and without any such intent."
"What conditions must be met for a person making, publishing or circulating a statement, rumour or report to not be committing an offence under this section?","The person must have reasonable grounds for believing that the statement, rumour or report is true and must make, publish or circulate it in good faith and without any such intent."
What is the punishment for the offence of criminal intimidation?,"The punishment is imprisonment of either description for a term which may extend to two years, or with fine, or with both."
"What can the imprisonment term extend to for the offence of criminal intimidation, and are there any other penalties?","The imprisonment term can extend to two years, and it can also be accompanied by a fine or both."
"What is the punishment for criminal intimidation if the threat be to cause death or grievous hurt, or to cause the destruction of any property by fire, or to cause an offence punishable with death or imprisonment for life, or with imprisonment for a term which may extend to seven years, or to impute unchastity to a woman?","The punishment is imprisonment of either description for a term which may extend to seven years, or with fine, or with both."
"What is the penalty for someone who is guilty of threatening to cause death or grievous hurt, destruction of property by fire, causing an offence punishable with death or life imprisonment, or imputing unchastity to a woman?","The punishment is imprisonment of either description for a term which may extend to seven years, or with fine, or with both."
What is the punishment for the offence of criminal intimidation by an anonymous communication?,"The punishment is imprisonment of either description for a term which may extend to two years, in addition to the punishment provided for the offence by the last preceding section."
What is the term of imprisonment for the offence of criminal intimidation by an anonymous communication?,"The term of imprisonment for this offence may extend to two years, in addition to the punishment provided for the offence by the last preceding section."
What does Section 505 refer to?,The text doesn't provide specific information about what Section 505 refers to.
Does the text provide specific information about what Section 505 refers to?,"No, the text doesn't provide specific information about what Section 505 refers to."
"What changes were made to Section 505 by Act 35 of 1969, s. 3?","Section 505 was re-numbered as sub-section (1) of that section by Act 35 of 1969, s. 3."
"Which subsection did Section 505 become as a result of Act 35 of 1969, s. 3?","Section 505 was re-numbered as sub-section (1) of that section by Act 35 of 1969, s. 3."
"What was substituted by Act 10 of 1927, s. 2 and the First Sch.?","The phrase 'or sailor' was substituted by Act 10 of 1927, s. 2 and the First Sch."
"Which phrase was substituted by Act 10 of 1927, s. 2 and the First Sch.?",The phrase 'or sailor' was substituted.
What was replaced with 'or Navy'?,The phrase 'or Navy' was substituted by s. 2 and the First Sch.
What was the phrase 'or Navy' substituted by?,The phrase 'or Navy' was substituted by s. 2 and the First Sch.
What substitution was made by the A. O. 1950?,The phrase 'of Her Majesty or in the Imperial Service Troops' was substituted by the A. O. 1950.
What phrase was substituted by the A. O. 1950?,The phrase 'of Her Majesty or in the Imperial Service Troops' was substituted by the A. O. 1950.
"What amendment was made by Act 41 of 1961, s. 4?","The phrase 'two years' was substituted by Act 41 of 1961, s. 4."
"What was substituted by Act 41 of 1961, s. 4?","The phrase 'two years' was substituted by Act 41 of 1961, s. 4."
"What was inserted by Act 35 of 1969, s. 3?","The text doesn't provide specific information about what was inserted by Act 35 of 1969, s. 3."
"Does the text provide specific information about what was inserted by Act 35 of 1969, s. 3?","No, the text doesn't provide specific information about what was inserted by Act 35 of 1969, s. 3."
"What substitution was made by Act 26 of 1955, s. 117 and the Sch.?","The term 'transportation' was substituted by Act 26 of 1955, s. 117 and the Sch. with effect from 1-1-1956."
"What term was substituted by Act 26 of 1955, s. 117 and the Sch. with effect from 1-1-1956?",The term 'transportation' was substituted.
What is the punishment for causing a person to believe that he will be rendered an object of Divine displeasure as per Act 508?,"The person shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both."
What are the potential consequences for someone who violates Act 508 by causing a person to believe they will be rendered an object of Divine displeasure?,"The person shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both."
What constitutes an offence as per Act 508?,"An offence is committed if a person voluntarily causes or attempts to cause any person to do anything which that person is not legally bound to do, or to omit to do anything which he is legally entitled to do, by inducing or attempting to induce that person to believe that he or any person in whom he is interested will become or will be rendered by some act of the offender an object of Divine displeasure."
"What is considered an offence if a person voluntarily causes or attempts to cause any person to do anything which that person is not legally bound to do, or to omit to do anything which he is legally entitled to do, by inducing or attempting to induce that person to believe that he or any person in whom he is interested will become or will be rendered by some act of the offender an object of Divine displeasure?",This is considered an offence as per Act 508.
What is the offence defined in Section 509?,"The offence defined in Section 509 is if anyone, intending to insult the modesty of any woman, utters any word."
What is the intent of a person committing the offence defined in Section 509?,The intent of a person committing the offence defined in Section 509 is to insult the modesty of any woman by uttering any word.
"What is the punishment for a person who makes any sound or gesture intending to be heard or seen by a woman, or intrudes upon her privacy?","The person shall be punished with simple imprisonment for a term which may extend to three years, and also with fine."
"What is the maximum term of simple imprisonment and the additional punishment for someone who makes any sound or gesture with the intent to be heard or seen by a woman, or intrudes upon her privacy?","The maximum term of simple imprisonment is three years, and the additional punishment is a fine."
What is the consequence for misconduct in public by a drunken person?,"The person shall be punished with simple imprisonment for a term which may extend to twenty-four hours, or with fine which may extend to ten rupees, or with both."
What is the punishment for a person guilty of public misconduct while drunk?,"The person shall be punished with simple imprisonment for a term which may extend to twenty-four hours, or with fine which may extend to ten rupees, or with both."
What is the punishment for attempting to commit offences punishable with imprisonment for life or other imprisonment?,"The person shall be punished with imprisonment of any description provided for the offence, for a term which may extend to one-half of the imprisonment for life or, as the case may be, one- half of the longest term of imprisonment provided for that offence, or with such fine as is provided for the offence, or with both."
What does the law state about the punishment for someone who attempts to commit offences punishable with imprisonment for life or other imprisonment?,"The law states that the person shall be punished with imprisonment of any description provided for the offence, for a term which may extend to one-half of the imprisonment for life or, as the case may be, one- half of the longest term of imprisonment provided for that offence, or with such fine as is provided for the offence, or with both."
What happens if a person attempts to steal jewels but finds no jewels in the box?,The person is guilty under section 511 because they have done an act towards the commission of theft.
"What is a person guilty of if they perform an act towards the commission of theft, such as attempting to steal jewels but finding no jewels in the box?",The person is guilty under section 511.
What happens if a person attempts to pick someone's pocket but fails because there's nothing in the pocket?,The person is guilty under section 511.
What is the legal consequence for a person who attempts to pick someone's pocket but finds it empty?,The person is guilty under section 511.
What is the maximum term for simple imprisonment as mentioned in the text?,One year
What is the duration of simple imprisonment mentioned in the text that has the maximum limit?,One year
When did the change to a possible one year imprisonment term come into effect?,3-2-2013
What significant legal change happened on 3-2-2013?,The change to a possible one year imprisonment term came into effect
"What was substituted by Act 26 of 1955, s. 117 and the Sch.?",Transportation
"What was replaced with by Act 26 of 1955, s. 117 and the Sch.?",Transportation
When did the substitution for 'transportation' come into effect?,1-1-1956
What came into effect on 1-1-1956?,The substitution for 'transportation'
"What was substituted by s. 117 and the Sch., ibid.?",Certain words
"What did s. 117 and the Sch., ibid. substitute?",Certain words
When did the substitution for certain words come into effect?,1-1-1956
What happened on 1-1-1956?,The substitution for certain words came into effect
